id,field,tp,fp,fn,pred,gold
2331,entities,1,5,0,family_member;investigation;location;phone_call;prosecutor;victim,prosecutor
2331,relations,2,8,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;induces_fear;normal_call;refers_to_family;requests_verification_code,creates_urgency;impersonates_official
2331,qualifiers,2,0,1,coercive_pressure;institutional_pretext,coercive_pressure;institutional_pretext;temporal_pressure
2341,entities,4,7,0,bank_account;credit_card;family_member;government_agency;investigation;location;money;personal_information;phone_call;prosecutor;victim,bank_account;credit_card;personal_information;prosecutor
2341,relations,3,11,1,cites_legal_authority;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2341,qualifiers,4,2,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2347,entities,3,6,0,bank_account;case_number;family_member;investigation;location;money;personal_information;security_code;victim,bank_account;personal_information;security_code
2347,relations,3,15,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;requests_personal_info;requests_security_code;threatens_arrest;warns_against_disclosure
2347,qualifiers,2,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel,coercive_pressure;temporal_pressure;transfer_channel
2359,entities,0,4,0,bank_employee;phone_call;police_officer;victim,
2359,relations,1,4,0,creates_urgency;impersonates_official;mentions_case_number;normal_call;requests_remote_control,creates_urgency
2359,qualifiers,0,2,1,institutional_pretext;urgency,temporal_pressure
2360,entities,0,5,0,bank_employee;location;phone_call;police_officer;victim,
2360,relations,1,9,0,creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;requests_physical_action;requests_remote_control;requests_verification_code,creates_urgency
2360,qualifiers,0,1,1,urgency,temporal_pressure
2370,entities,1,6,1,bank_employee;case_number;family_member;government_agency;location;prosecutor;victim,money;prosecutor
2370,relations,1,11,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;induces_fear;mentions_case_number;refers_to_family;requests_physical_action;requests_security_code;requests_verification_code,impersonates_official;threatens_arrest
2370,qualifiers,2,0,1,coercive_pressure;institutional_pretext,coercive_pressure;institutional_pretext;transfer_channel
2372,entities,2,3,1,bank_account;case_number;location;personal_information;victim,bank_account;money;personal_information
2372,relations,2,10,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;requests_personal_info;requests_physical_action;requests_specific_action,creates_urgency;requests_personal_info;threatens_arrest
2372,qualifiers,1,2,1,coercive_pressure;transfer_channel;urgency,temporal_pressure;transfer_channel
2374,entities,0,5,1,case_number;investigation;location;phone_call;victim,personal_information
2374,relations,0,7,2,cites_legal_authority;claims_identity_theft;creates_false_narrative;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family,requests_personal_info;threatens_arrest
2374,qualifiers,1,1,0,coercive_pressure;institutional_pretext,coercive_pressure
2380,entities,4,4,1,bank_account;bank_employee;credit_card;family_member;government_agency;location;money;victim,bank_account;credit_card;government_agency;money;personal_information
2380,relations,2,14,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info
2380,qualifiers,4,1,0,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2385,entities,5,4,0,bank_account;case_number;credit_card;location;money;personal_information;phone_call;prosecutor;victim,bank_account;credit_card;money;personal_information;prosecutor
2385,relations,3,14,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2385,qualifiers,4,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2400,entities,2,8,0,bank_account;case_number;family_member;investigation;location;money;personal_information;phone_call;police_officer;victim,bank_account;police_officer
2400,relations,0,12,1,cites_legal_authority;claims_identity_theft;creates_false_narrative;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;warns_against_disclosure,threatens_arrest
2400,qualifiers,2,1,0,coercive_pressure;institutional_pretext;transfer_channel,coercive_pressure;transfer_channel
2420,entities,3,9,0,arrest_warrant;bank_account;bank_employee;case_number;document;family_member;investigation;location;money;police_officer;prosecutor;victim,bank_account;money;prosecutor
2420,relations,2,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;impersonates_official;threatens_arrest
2420,qualifiers,3,1,1,coercive_pressure;institutional_pretext;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2423,entities,2,6,2,bank_account;caller;family_member;government_agency;investigation;location;phone_call;victim,bank_account;government_agency;money;personal_information
2423,relations,0,14,3,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_specific_action,impersonates_official;requests_personal_info;threatens_arrest
2423,qualifiers,3,0,1,coercive_pressure;institutional_pretext;transfer_channel,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel
2425,entities,5,4,1,bank_account;case_number;credit_card;government_agency;investigation;location;money;police_officer;victim,bank_account;credit_card;government_agency;money;personal_information;police_officer
2425,relations,2,10,2,cites_legal_authority;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2425,qualifiers,3,1,1,coercive_pressure;institutional_pretext;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2434,entities,0,1,0,victim,
2434,relations,1,1,0,creates_urgency;impersonates_official,creates_urgency
2434,qualifiers,0,0,1,,temporal_pressure
2436,entities,5,6,0,bank_account;credit_card;family_member;investigation;location;money;personal_information;phone_call;prosecutor;security_code;victim,bank_account;credit_card;personal_information;prosecutor;security_code
2436,relations,3,14,3,cites_legal_authority;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code,creates_urgency;impersonates_official;requests_personal_info;requests_security_code;threatens_arrest;warns_against_disclosure
2436,qualifiers,4,2,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2441,entities,5,9,1,arrest_warrant;bank_account;case_number;credit_card;document;family_member;investigation;loan;location;personal_information;phone_call;prosecutor;security_code;victim,bank_account;credit_card;money;personal_information;prosecutor;security_code
2441,relations,5,12,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_security_code;threatens_arrest,creates_urgency;impersonates_official;requests_personal_info;requests_security_code;threatens_arrest
2441,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2449,entities,1,5,1,case_number;investigation;phone_call;police_officer;third_party;victim,personal_information;police_officer
2449,relations,0,11,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;warns_against_disclosure,requests_personal_info;threatens_arrest
2449,qualifiers,0,2,0,coercive_pressure;institutional_pretext,
2452,entities,4,6,1,bank_account;case_number;credit_card;family_member;investigation;location;money;phone_call;prosecutor;victim,bank_account;credit_card;money;personal_information;prosecutor
2452,relations,1,14,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_security_code;requests_verification_code,impersonates_official;requests_personal_info;threatens_arrest
2452,qualifiers,3,0,0,coercive_pressure;institutional_pretext;transfer_channel,coercive_pressure;institutional_pretext;transfer_channel
2460,entities,2,2,0,bank_account;credit_card;money;phone_call,bank_account;credit_card
2460,relations,0,8,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;demands_secrecy;mentions_account_freeze;mentions_suspicious_activity;normal_call;refers_to_family,threatens_arrest
2460,qualifiers,2,0,0,coercive_pressure;transfer_channel,coercive_pressure;transfer_channel
2461,entities,3,3,0,bank_account;case_number;document;government_agency;money;victim,bank_account;government_agency;money
2461,relations,2,10,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;demands_money_transfer;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_verification_code;warns_against_disclosure,demands_money_transfer;impersonates_official;threatens_arrest
2461,qualifiers,2,1,0,coercive_pressure;institutional_pretext;transfer_channel,institutional_pretext;transfer_channel
2464,entities,3,5,0,bank_account;case_number;credit_card;family_member;location;money;personal_information;phone_call,bank_account;credit_card;personal_information
2464,relations,1,6,1,claims_identity_theft;creates_false_narrative;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info,requests_personal_info;threatens_arrest
2464,qualifiers,2,1,0,coercive_pressure;requested_action_type;transfer_channel,coercive_pressure;transfer_channel
2467,entities,1,5,1,bank_employee;government_agency;location;personal_information;phone_call;prosecutor,money;prosecutor
2467,relations,1,10,1,cites_legal_authority;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official
2467,qualifiers,1,0,1,institutional_pretext,institutional_pretext;temporal_pressure
2468,entities,3,2,0,bank_account;credit_card;personal_information;phone_call;victim,bank_account;credit_card;personal_information
2468,relations,2,8,0,cites_legal_authority;claims_identity_theft;creates_false_narrative;creates_urgency;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;warns_against_disclosure,creates_urgency;requests_personal_info
2468,qualifiers,1,2,1,requested_action_type;transfer_channel;urgency,temporal_pressure;transfer_channel
2471,entities,3,5,1,bank_account;credit_card;family_member;location;money;phone_call;prosecutor;victim,bank_account;credit_card;personal_information;prosecutor
2471,relations,0,11,3,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;warns_against_disclosure,impersonates_official;requests_personal_info;threatens_arrest
2471,qualifiers,3,0,0,coercive_pressure;institutional_pretext;transfer_channel,coercive_pressure;institutional_pretext;transfer_channel
2474,entities,3,5,0,bank_account;case_number;family_member;investigation;money;phone_call;prosecutor;victim,bank_account;money;prosecutor
2474,relations,1,13,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_verification_code,demands_money_transfer;impersonates_official;threatens_arrest
2474,qualifiers,4,0,0,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel
2480,entities,2,3,1,bank_account;credit_card;family_member;location;victim,bank_account;credit_card;personal_information
2480,relations,1,10,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_physical_action,creates_urgency;requests_personal_info;threatens_arrest
2480,qualifiers,2,1,1,coercive_pressure;transfer_channel;urgency,coercive_pressure;temporal_pressure;transfer_channel
2491,entities,5,5,0,bank_account;bank_employee;document;family_member;loan;location;money;personal_information;phone_call;victim,bank_account;family_member;loan;money;personal_information
2491,relations,2,18,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;requests_personal_info
2491,qualifiers,2,3,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,requested_action_type;temporal_pressure;transfer_channel
2493,entities,2,6,0,bank_employee;document;loan;location;money;personal_information;phone_call;victim,loan;money
2493,relations,1,14,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;warns_against_disclosure
2493,qualifiers,2,2,1,institutional_pretext;requested_action_type;temporal_pressure;urgency,requested_action_type;temporal_pressure;transfer_channel
2502,entities,6,3,0,bank_account;government_agency;location;money;personal_information;phone_call;prosecutor;security_code;victim,bank_account;government_agency;money;personal_information;prosecutor;security_code
2502,relations,5,14,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info;requests_security_code;warns_against_disclosure
2502,qualifiers,2,2,1,institutional_pretext;requested_action_type;transfer_channel;urgency,institutional_pretext;temporal_pressure;transfer_channel
2505,entities,4,6,0,bank_account;case_number;family_member;investigation;loan;location;personal_information;phone_call;police_officer;victim,bank_account;loan;personal_information;police_officer
2505,relations,1,12,2,cites_legal_authority;claims_identity_theft;creates_false_narrative;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;warns_against_disclosure,creates_urgency;requests_personal_info;threatens_arrest
2505,qualifiers,3,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel,coercive_pressure;requested_action_type;temporal_pressure;transfer_channel
2510,entities,2,4,1,bank_account;bank_employee;location;money;phone_call;victim,bank_account;loan;money
2510,relations,1,11,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_suspicious_activity;normal_call;requests_physical_action;requests_remote_control,demands_money_transfer
2510,qualifiers,2,1,0,institutional_pretext;requested_action_type;transfer_channel,requested_action_type;transfer_channel
2513,entities,5,7,0,bank_account;bank_employee;document;government_agency;loan;location;money;personal_information;phone_call;police_officer;third_party;victim,bank_account;government_agency;loan;money;police_officer
2513,relations,4,15,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info
2513,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2515,entities,0,2,0,location;victim,
2515,relations,0,4,0,claims_financial_loss;claims_identity_theft;impersonates_official;requests_physical_action,
2515,qualifiers,0,0,1,,transfer_channel
2528,entities,2,2,0,loan;location;money;victim,loan;money
2528,relations,0,6,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;impersonates_official;induces_fear;mentions_suspicious_activity,
2528,qualifiers,1,0,0,requested_action_type,requested_action_type
2532,entities,1,2,1,money;phone_call;victim,loan;money
2532,relations,1,6,0,claims_financial_loss;creates_urgency;demands_money_transfer;mentions_case_number;mentions_suspicious_activity;normal_call;warns_against_disclosure,creates_urgency
2532,qualifiers,0,1,1,urgency,temporal_pressure
2536,entities,8,11,0,bank_account;bank_employee;caller;case_number;credit_card;document;family_member;government_agency;investigation;location;money;online_banking;personal_information;phone_call;police_officer;prosecutor;security_code;third_party;victim,bank_account;credit_card;family_member;money;personal_information;police_officer;prosecutor;security_code
2536,relations,8,14,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;normal_call;requests_personal_info;requests_security_code;threatens_arrest;warns_against_disclosure
2536,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2537,entities,5,8,0,bank_account;caller;case_number;document;family_member;investigation;location;money;personal_information;phone_call;prosecutor;third_party;victim,bank_account;family_member;money;personal_information;prosecutor
2537,relations,4,16,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2537,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2550,entities,2,5,1,bank_account;family_member;investigation;location;personal_information;phone_call;victim,bank_account;money;personal_information
2550,relations,0,11,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;induces_fear;mentions_account_freeze;mentions_suspicious_activity;normal_call;refers_to_family;warns_against_disclosure,requests_personal_info;threatens_arrest
2550,qualifiers,2,1,0,coercive_pressure;institutional_pretext;transfer_channel,coercive_pressure;transfer_channel
2551,entities,1,6,0,case_number;document;family_member;investigation;phone_call;prosecutor;victim,prosecutor
2551,relations,2,11,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;impersonates_official;threatens_arrest
2551,qualifiers,2,1,1,coercive_pressure;institutional_pretext;urgency,coercive_pressure;institutional_pretext;temporal_pressure
2552,entities,2,2,0,bank_account;location;money;victim,bank_account;money
2552,relations,0,8,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;requests_physical_action;requests_verification_code,
2552,qualifiers,1,0,0,transfer_channel,transfer_channel
2555,entities,1,5,0,family_member;investigation;money;personal_information;phone_call;victim,personal_information
2555,relations,2,11,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;warns_against_disclosure,creates_urgency;requests_personal_info
2555,qualifiers,1,2,1,coercive_pressure;institutional_pretext;requested_action_type,coercive_pressure;temporal_pressure
2556,entities,8,10,0,bank_account;bank_employee;caller;case_number;document;family_member;government_agency;investigation;loan;location;money;personal_information;phone_call;police_officer;prosecutor;security_code;third_party;victim,bank_account;government_agency;loan;money;personal_information;police_officer;prosecutor;security_code
2556,relations,7,14,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;requests_security_code;threatens_arrest;warns_against_disclosure
2556,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2567,entities,4,5,0,bank_account;credit_card;family_member;location;money;personal_information;phone_call;third_party;victim,bank_account;credit_card;money;personal_information
2567,relations,1,12,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_account_freeze;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;warns_against_disclosure,requests_personal_info
2567,qualifiers,2,1,0,coercive_pressure;requested_action_type;transfer_channel,coercive_pressure;transfer_channel
2568,entities,5,7,0,bank_account;case_number;credit_card;family_member;government_agency;investigation;location;money;personal_information;phone_call;third_party;victim,bank_account;credit_card;government_agency;money;personal_information
2568,relations,3,16,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2568,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2576,entities,2,6,0,bank_account;case_number;credit_card;document;location;money;phone_call;victim,bank_account;credit_card
2576,relations,0,10,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family,threatens_arrest
2576,qualifiers,2,0,0,coercive_pressure;transfer_channel,coercive_pressure;transfer_channel
2593,entities,4,3,0,bank_account;government_agency;loan;location;money;phone_call;victim,bank_account;government_agency;loan;money
2593,relations,2,11,0,claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;impersonates_official
2593,qualifiers,4,1,0,institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2599,entities,7,12,0,bank_account;bank_employee;caller;case_number;credit_card;document;family_member;government_agency;investigation;location;money;online_banking;personal_information;phone_call;police_officer;prosecutor;security_code;third_party;victim,bank_account;credit_card;government_agency;money;personal_information;police_officer;prosecutor
2599,relations,6,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;normal_call;requests_personal_info;threatens_arrest;warns_against_disclosure
2599,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2607,entities,7,10,0,arrest_warrant;bank_account;bank_employee;case_number;document;family_member;investigation;loan;location;money;online_banking;personal_information;phone_call;police_officer;prosecutor;third_party;victim,bank_account;family_member;loan;money;personal_information;police_officer;prosecutor
2607,relations,5,17,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2607,qualifiers,4,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2611,entities,4,5,0,bank_account;bank_employee;credit_card;loan;location;money;personal_information;phone_call;victim,bank_account;credit_card;loan;money
2611,relations,1,13,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency
2611,qualifiers,3,1,0,requested_action_type;temporal_pressure;transfer_channel;urgency,requested_action_type;temporal_pressure;transfer_channel
2615,entities,6,7,0,bank_account;case_number;credit_card;government_agency;investigation;location;money;online_banking;personal_information;phone_call;prosecutor;security_code;victim,bank_account;credit_card;money;personal_information;prosecutor;security_code
2615,relations,4,13,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_security_code;requests_specific_action;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info;requests_security_code;threatens_arrest
2615,qualifiers,2,3,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,institutional_pretext;temporal_pressure;transfer_channel
2621,entities,10,9,0,ATM;bank_account;bank_employee;case_number;credit_card;document;family_member;government_agency;investigation;loan;location;money;online_banking;personal_information;phone_call;police_officer;prosecutor;security_code;victim,bank_account;credit_card;family_member;government_agency;loan;money;personal_information;police_officer;prosecutor;security_code
2621,relations,7,15,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;requests_security_code;threatens_arrest;warns_against_disclosure
